base_year,base_quarter,biz_name,sex,age_range,use_amount_by_million
2021,3분기,건강보조식품 소매업,남성,70대 이상,1900
2021,3분기,건강보조식품 소매업,여성,70대 이상,600
2021,3분기,건강보조식품 소매업,남성,70대 이상,700
2021,3분기,건강보조식품 소매업,여성,70대 이상,700
2021,3분기,건강보조식품 소매업,남성,70대 이상,1700
2021,3분기,건강보조식품 소매업,여성,70대 이상,2100
2021,4분기,건강보조식품 소매업,남성,70대 이상,1000
2021,4분기,건강보조식품 소매업,여성,70대 이상,1400
2021,4분기,건강보조식품 소매업,남성,70대 이상,2000
2021,4분기,건강보조식품 소매업,여성,70대 이상,1500
2021,4분기,건강보조식품 소매업,남성,70대 이상,900
2021,4분기,건강보조식품 소매업,여성,70대 이상,1300
2022,1분기,건강보조식품 소매업,남성,70대 이상,1900
2022,1분기,건강보조식품 소매업,여성,70대 이상,1700
2022,1분기,건강보조식품 소매업,남성,70대 이상,900
2022,1분기,건강보조식품 소매업,여성,70대 이상,700
2022,1분기,건강보조식품 소매업,남성,70대 이상,1400
2022,1분기,건강보조식품 소매업,여성,70대 이상,1600
2022,2분기,건강보조식품 소매업,남성,70대 이상,2200
2022,2분기,건강보조식품 소매업,여성,70대 이상,2100
2022,2분기,건강보조식품 소매업,남성,70대 이상,2200
2022,2분기,건강보조식품 소매업,여성,70대 이상,2500
2022,2분기,건강보조식품 소매업,남성,70대 이상,2500
2022,2분기,건강보조식품 소매업,여성,70대 이상,3700
2022,3분기,건강보조식품 소매업,남성,70대 이상,1500
2022,3분기,건강보조식품 소매업,여성,70대 이상,800
2022,3분기,건강보조식품 소매업,남성,70대 이상,1900
2022,3분기,건강보조식품 소매업,여성,70대 이상,1000
2022,3분기,건강보조식품 소매업,남성,70대 이상,2300
2022,3분기,건강보조식품 소매업,여성,70대 이상,1600
2018,1분기,건강보조식품 소매업,남성,60대,1500
2018,1분기,건강보조식품 소매업,여성,60대,2300
2018,1분기,건강보조식품 소매업,남성,60대,2100
2018,1분기,건강보조식품 소매업,여성,60대,2300
2018,1분기,건강보조식품 소매업,남성,60대,3700
2018,1분기,건강보조식품 소매업,여성,60대,3600
2018,2분기,건강보조식품 소매업,남성,60대,4500
2018,2분기,건강보조식품 소매업,여성,60대,4300
2018,2분기,건강보조식품 소매업,남성,60대,3000
2018,2분기,건강보조식품 소매업,여성,60대,3400
2018,2분기,건강보조식품 소매업,남성,60대,2700
2018,2분기,건강보조식품 소매업,여성,60대,2200
2018,3분기,건강보조식품 소매업,남성,60대,1800
2018,3분기,건강보조식품 소매업,여성,60대,2300
2018,3분기,건강보조식품 소매업,남성,60대,1800
2018,3분기,건강보조식품 소매업,여성,60대,1400
2018,3분기,건강보조식품 소매업,남성,60대,3000
2018,3분기,건강보조식품 소매업,여성,60대,2700
2018,4분기,건강보조식품 소매업,남성,60대,3000
2018,4분기,건강보조식품 소매업,여성,60대,3200
2018,4분기,건강보조식품 소매업,남성,60대,3200
2018,4분기,건강보조식품 소매업,여성,60대,2900
2018,4분기,건강보조식품 소매업,남성,60대,2600
2018,4분기,건강보조식품 소매업,여성,60대,1900
2019,1분기,건강보조식품 소매업,남성,60대,2900
2019,1분기,건강보조식품 소매업,여성,60대,4200
2019,1분기,건강보조식품 소매업,남성,60대,1900
2019,1분기,건강보조식품 소매업,여성,60대,1800
2019,1분기,건강보조식품 소매업,남성,60대,4400
2019,1분기,건강보조식품 소매업,여성,60대,4700
2019,2분기,건강보조식품 소매업,남성,60대,5400
2019,2분기,건강보조식품 소매업,여성,60대,4500
2019,2분기,건강보조식품 소매업,남성,60대,3500
2019,2분기,건강보조식품 소매업,여성,60대,4000
2019,2분기,건강보조식품 소매업,남성,60대,3600
2019,2분기,건강보조식품 소매업,여성,60대,2900
2019,3분기,건강보조식품 소매업,남성,60대,1700
2019,3분기,건강보조식품 소매업,여성,60대,1800
2019,3분기,건강보조식품 소매업,남성,60대,2000
2019,3분기,건강보조식품 소매업,여성,60대,2300
2019,3분기,건강보조식품 소매업,남성,60대,3300
2019,3분기,건강보조식품 소매업,여성,60대,3700
2019,4분기,건강보조식품 소매업,남성,60대,2200
2019,4분기,건강보조식품 소매업,여성,60대,4100
2019,4분기,건강보조식품 소매업,남성,60대,3100
2019,4분기,건강보조식품 소매업,여성,60대,4100
2019,4분기,건강보조식품 소매업,남성,60대,2900
2019,4분기,건강보조식품 소매업,여성,60대,2500
2020,1분기,건강보조식품 소매업,남성,60대,2700
2020,1분기,건강보조식품 소매업,여성,60대,3600
2020,1분기,건강보조식품 소매업,남성,60대,1500
2020,1분기,건강보조식품 소매업,여성,60대,1600
2020,1분기,건강보조식품 소매업,남성,60대,1200
2020,1분기,건강보조식품 소매업,여성,60대,1500
2020,2분기,건강보조식품 소매업,남성,60대,1400
2020,2분기,건강보조식품 소매업,여성,60대,1800
2020,2분기,건강보조식품 소매업,남성,60대,2600
2020,2분기,건강보조식품 소매업,여성,60대,2700
2020,2분기,건강보조식품 소매업,남성,60대,2300
2020,2분기,건강보조식품 소매업,여성,60대,2300
2020,3분기,건강보조식품 소매업,남성,60대,2600
2020,3분기,건강보조식품 소매업,여성,60대,2900
2020,3분기,건강보조식품 소매업,남성,60대,2000
2020,3분기,건강보조식품 소매업,여성,60대,3200
2020,3분기,건강보조식품 소매업,남성,60대,2200
2020,3분기,건강보조식품 소매업,여성,60대,2500
2020,4분기,건강보조식품 소매업,남성,60대,2200
2020,4분기,건강보조식품 소매업,여성,60대,2000
2020,4분기,건강보조식품 소매업,남성,60대,2500
2020,4분기,건강보조식품 소매업,여성,60대,2600
2020,4분기,건강보조식품 소매업,남성,60대,1900
2020,4분기,건강보조식품 소매업,여성,60대,2200
2021,1분기,건강보조식품 소매업,남성,60대,1800
2021,1분기,건강보조식품 소매업,여성,60대,1900
2021,1분기,건강보조식품 소매업,남성,60대,1900
2021,1분기,건강보조식품 소매업,여성,60대,1700
2021,1분기,건강보조식품 소매업,남성,60대,2100
2021,1분기,건강보조식품 소매업,여성,60대,1800
2021,2분기,건강보조식품 소매업,남성,60대,2200
2021,2분기,건강보조식품 소매업,여성,60대,2400
2021,2분기,건강보조식품 소매업,남성,60대,3200
2021,2분기,건강보조식품 소매업,여성,60대,2700
2021,2분기,건강보조식품 소매업,남성,60대,2100
2021,2분기,건강보조식품 소매업,여성,60대,2100
2021,3분기,건강보조식품 소매업,남성,60대,1900
2021,3분기,건강보조식품 소매업,여성,60대,2500
2021,3분기,건강보조식품 소매업,남성,60대,1700
2021,3분기,건강보조식품 소매업,여성,60대,1700
2021,3분기,건강보조식품 소매업,남성,60대,2700
2021,3분기,건강보조식품 소매업,여성,60대,3500
2021,4분기,건강보조식품 소매업,남성,60대,2700
2021,4분기,건강보조식품 소매업,여성,60대,2900
2021,4분기,건강보조식품 소매업,남성,60대,2900
2021,4분기,건강보조식품 소매업,여성,60대,3200
2021,4분기,건강보조식품 소매업,남성,60대,3300
2021,4분기,건강보조식품 소매업,여성,60대,3200
2022,1분기,건강보조식품 소매업,남성,60대,2800
2022,1분기,건강보조식품 소매업,여성,60대,3200
2022,1분기,건강보조식품 소매업,남성,60대,1300
2022,1분기,건강보조식품 소매업,여성,60대,1600
2022,1분기,건강보조식품 소매업,남성,60대,1900
2022,1분기,건강보조식품 소매업,여성,60대,2700
2022,2분기,건강보조식품 소매업,남성,60대,3300
2022,2분기,건강보조식품 소매업,여성,60대,5000
2022,2분기,건강보조식품 소매업,남성,60대,4300
2022,2분기,건강보조식품 소매업,여성,60대,5200
2022,2분기,건강보조식품 소매업,남성,60대,4300
2022,2분기,건강보조식품 소매업,여성,60대,4800
2022,3분기,건강보조식품 소매업,남성,60대,2000
2022,3분기,건강보조식품 소매업,여성,60대,3300
2022,3분기,건강보조식품 소매업,남성,60대,2400
2022,3분기,건강보조식품 소매업,여성,60대,3400
2022,3분기,건강보조식품 소매업,남성,60대,3800
2022,3분기,건강보조식품 소매업,여성,60대,2900
2018,1분기,건강보조식품 소매업,남성,50대,2900
2018,1분기,건강보조식품 소매업,여성,50대,3100
2018,1분기,건강보조식품 소매업,남성,50대,4600
2018,1분기,건강보조식품 소매업,여성,50대,3900
2018,1분기,건강보조식품 소매업,남성,50대,3400
2018,1분기,건강보조식품 소매업,여성,50대,4300
2018,2분기,건강보조식품 소매업,남성,50대,4300
2018,2분기,건강보조식품 소매업,여성,50대,3900
2018,2분기,건강보조식품 소매업,남성,50대,3500
2018,2분기,건강보조식품 소매업,여성,50대,4300
2018,2분기,건강보조식품 소매업,남성,50대,3400
2018,2분기,건강보조식품 소매업,여성,50대,3300
2018,3분기,건강보조식품 소매업,남성,50대,2400
2018,3분기,건강보조식품 소매업,여성,50대,2400
2018,3분기,건강보조식품 소매업,남성,50대,2500
2018,3분기,건강보조식품 소매업,여성,50대,2600
2018,3분기,건강보조식품 소매업,남성,50대,5300
2018,3분기,건강보조식품 소매업,여성,50대,4600
2018,4분기,건강보조식품 소매업,남성,50대,3800
2018,4분기,건강보조식품 소매업,여성,50대,3300
2018,4분기,건강보조식품 소매업,남성,50대,3200
2018,4분기,건강보조식품 소매업,여성,50대,4000
2018,4분기,건강보조식품 소매업,남성,50대,2500
2018,4분기,건강보조식품 소매업,여성,50대,2500
2019,1분기,건강보조식품 소매업,남성,50대,3900
2019,1분기,건강보조식품 소매업,여성,50대,3500
2019,1분기,건강보조식품 소매업,남성,50대,2600
2019,1분기,건강보조식품 소매업,여성,50대,3200
2019,1분기,건강보조식품 소매업,남성,50대,3100
2019,1분기,건강보조식품 소매업,여성,50대,4200
2019,2분기,건강보조식품 소매업,남성,50대,4200
2019,2분기,건강보조식품 소매업,여성,50대,5100
2019,2분기,건강보조식품 소매업,남성,50대,5300
2019,2분기,건강보조식품 소매업,여성,50대,5200
2019,2분기,건강보조식품 소매업,남성,50대,3500
2019,2분기,건강보조식품 소매업,여성,50대,2800
2019,3분기,건강보조식품 소매업,남성,50대,1900
2019,3분기,건강보조식품 소매업,여성,50대,2400
2019,3분기,건강보조식품 소매업,남성,50대,2600
2019,3분기,건강보조식품 소매업,여성,50대,3100
2019,3분기,건강보조식품 소매업,남성,50대,5200
2019,3분기,건강보조식품 소매업,여성,50대,3900
2019,4분기,건강보조식품 소매업,남성,50대,3200
2019,4분기,건강보조식품 소매업,여성,50대,5200
2019,4분기,건강보조식품 소매업,남성,50대,3400
2019,4분기,건강보조식품 소매업,여성,50대,4400
2019,4분기,건강보조식품 소매업,남성,50대,2900
2019,4분기,건강보조식품 소매업,여성,50대,2700
2020,1분기,건강보조식품 소매업,남성,50대,4300
2020,1분기,건강보조식품 소매업,여성,50대,4400
2020,1분기,건강보조식품 소매업,남성,50대,1800
2020,1분기,건강보조식품 소매업,여성,50대,2400
2020,1분기,건강보조식품 소매업,남성,50대,2000
2020,1분기,건강보조식품 소매업,여성,50대,2400
2020,2분기,건강보조식품 소매업,남성,50대,2300
2020,2분기,건강보조식품 소매업,여성,50대,2600
2020,2분기,건강보조식품 소매업,남성,50대,3400
2020,2분기,건강보조식품 소매업,여성,50대,4000
2020,2분기,건강보조식품 소매업,남성,50대,3200
2020,2분기,건강보조식품 소매업,여성,50대,3000
2020,3분기,건강보조식품 소매업,남성,50대,2400
2020,3분기,건강보조식품 소매업,여성,50대,2500
2020,3분기,건강보조식품 소매업,남성,50대,2600
2020,3분기,건강보조식품 소매업,여성,50대,4100
2020,3분기,건강보조식품 소매업,남성,50대,4400
2020,3분기,건강보조식품 소매업,여성,50대,3800
2020,4분기,건강보조식품 소매업,남성,50대,2100
2020,4분기,건강보조식품 소매업,여성,50대,2700
2020,4분기,건강보조식품 소매업,남성,50대,2400
2020,4분기,건강보조식품 소매업,여성,50대,2500
2020,4분기,건강보조식품 소매업,남성,50대,1900
2020,4분기,건강보조식품 소매업,여성,50대,2200
2021,1분기,건강보조식품 소매업,남성,50대,2900
2021,1분기,건강보조식품 소매업,여성,50대,2100
2021,1분기,건강보조식품 소매업,남성,50대,2900
2021,1분기,건강보조식품 소매업,여성,50대,2500
2021,1분기,건강보조식품 소매업,남성,50대,3000
2021,1분기,건강보조식품 소매업,여성,50대,2300
2021,2분기,건강보조식품 소매업,남성,50대,2400
2021,2분기,건강보조식품 소매업,여성,50대,2300
2021,2분기,건강보조식품 소매업,남성,50대,1800
2021,2분기,건강보조식품 소매업,여성,50대,2500
2021,2분기,건강보조식품 소매업,남성,50대,2300
2021,2분기,건강보조식품 소매업,여성,50대,2700
2021,3분기,건강보조식품 소매업,남성,50대,2000
2021,3분기,건강보조식품 소매업,여성,50대,2300
2021,3분기,건강보조식품 소매업,남성,50대,1900
2021,3분기,건강보조식품 소매업,여성,50대,2400
2021,3분기,건강보조식품 소매업,남성,50대,4300
2021,3분기,건강보조식품 소매업,여성,50대,4300
2021,4분기,건강보조식품 소매업,남성,50대,2400
2021,4분기,건강보조식품 소매업,여성,50대,2200
2021,4분기,건강보조식품 소매업,남성,50대,3000
2021,4분기,건강보조식품 소매업,여성,50대,3000
2021,4분기,건강보조식품 소매업,남성,50대,2600
2021,4분기,건강보조식품 소매업,여성,50대,2500
2022,1분기,건강보조식품 소매업,남성,50대,3500
2022,1분기,건강보조식품 소매업,여성,50대,3400
2022,1분기,건강보조식품 소매업,남성,50대,1600
2022,1분기,건강보조식품 소매업,여성,50대,1400
2022,1분기,건강보조식품 소매업,남성,50대,2000
2022,1분기,건강보조식품 소매업,여성,50대,2300
2022,2분기,건강보조식품 소매업,남성,50대,2900
2022,2분기,건강보조식품 소매업,여성,50대,4600
2022,2분기,건강보조식품 소매업,남성,50대,3100
2022,2분기,건강보조식품 소매업,여성,50대,3700
2022,2분기,건강보조식품 소매업,남성,50대,3300
2022,2분기,건강보조식품 소매업,여성,50대,3500
2022,3분기,건강보조식품 소매업,남성,50대,2600
2022,3분기,건강보조식품 소매업,여성,50대,2200
2022,3분기,건강보조식품 소매업,남성,50대,2200
2022,3분기,건강보조식품 소매업,여성,50대,2900
2022,3분기,건강보조식품 소매업,남성,50대,2800
2022,3분기,건강보조식품 소매업,여성,50대,3700
2018,1분기,건강보조식품 소매업,남성,40대,1600
2018,1분기,건강보조식품 소매업,여성,40대,1900
2018,1분기,건강보조식품 소매업,남성,40대,3100
2018,1분기,건강보조식품 소매업,여성,40대,3500
2018,1분기,건강보조식품 소매업,남성,40대,2400
2018,1분기,건강보조식품 소매업,여성,40대,2800
2018,2분기,건강보조식품 소매업,남성,40대,2500
2018,2분기,건강보조식품 소매업,여성,40대,2400
2018,2분기,건강보조식품 소매업,남성,40대,2300
2018,2분기,건강보조식품 소매업,여성,40대,3300
2018,2분기,건강보조식품 소매업,남성,40대,1700
2018,2분기,건강보조식품 소매업,여성,40대,2200
2018,3분기,건강보조식품 소매업,남성,40대,1600
2018,3분기,건강보조식품 소매업,여성,40대,1800
2018,3분기,건강보조식품 소매업,남성,40대,1600
2018,3분기,건강보조식품 소매업,여성,40대,2100
2018,3분기,건강보조식품 소매업,남성,40대,3900
2018,3분기,건강보조식품 소매업,여성,40대,3600
2018,4분기,건강보조식품 소매업,남성,40대,1800
2018,4분기,건강보조식품 소매업,여성,40대,2500
2018,4분기,건강보조식품 소매업,남성,40대,2100
2018,4분기,건강보조식품 소매업,여성,40대,2100
2018,4분기,건강보조식품 소매업,남성,40대,1600
2018,4분기,건강보조식품 소매업,여성,40대,2100
2019,1분기,건강보조식품 소매업,남성,40대,2500
2019,1분기,건강보조식품 소매업,여성,40대,2700
2019,1분기,건강보조식품 소매업,남성,40대,2400
2019,1분기,건강보조식품 소매업,여성,40대,2800
2019,1분기,건강보조식품 소매업,남성,40대,2100
2019,1분기,건강보조식품 소매업,여성,40대,2500
2019,2분기,건강보조식품 소매업,남성,40대,2400
2019,2분기,건강보조식품 소매업,여성,40대,2900
2019,2분기,건강보조식품 소매업,남성,40대,2700
2019,2분기,건강보조식품 소매업,여성,40대,2800
2019,2분기,건강보조식품 소매업,남성,40대,1800
2019,2분기,건강보조식품 소매업,여성,40대,2900
2019,3분기,건강보조식품 소매업,남성,40대,1800
2019,3분기,건강보조식품 소매업,여성,40대,2100
2019,3분기,건강보조식품 소매업,남성,40대,1800
2019,3분기,건강보조식품 소매업,여성,40대,2900
2019,3분기,건강보조식품 소매업,남성,40대,2800
2019,3분기,건강보조식품 소매업,여성,40대,3500
2019,4분기,건강보조식품 소매업,남성,40대,1400
2019,4분기,건강보조식품 소매업,여성,40대,3100
2019,4분기,건강보조식품 소매업,남성,40대,1700
2019,4분기,건강보조식품 소매업,여성,40대,2300
2019,4분기,건강보조식품 소매업,남성,40대,2200
2019,4분기,건강보조식품 소매업,여성,40대,2100
2020,1분기,건강보조식품 소매업,남성,40대,3400
2020,1분기,건강보조식품 소매업,여성,40대,3700
2020,1분기,건강보조식품 소매업,남성,40대,1800
2020,1분기,건강보조식품 소매업,여성,40대,1800
2020,1분기,건강보조식품 소매업,남성,40대,1100
2020,1분기,건강보조식품 소매업,여성,40대,1600
2020,2분기,건강보조식품 소매업,남성,40대,1200
2020,2분기,건강보조식품 소매업,여성,40대,1500
2020,2분기,건강보조식품 소매업,남성,40대,2600
2020,2분기,건강보조식품 소매업,여성,40대,2700
2020,2분기,건강보조식품 소매업,남성,40대,1500
2020,2분기,건강보조식품 소매업,여성,40대,1800
2020,3분기,건강보조식품 소매업,남성,40대,1400
2020,3분기,건강보조식품 소매업,여성,40대,2200
2020,3분기,건강보조식품 소매업,남성,40대,1400
2020,3분기,건강보조식품 소매업,여성,40대,1800
2020,3분기,건강보조식품 소매업,남성,40대,2900
2020,3분기,건강보조식품 소매업,여성,40대,2800
2020,4분기,건강보조식품 소매업,남성,40대,1700
2020,4분기,건강보조식품 소매업,여성,40대,2300
2020,4분기,건강보조식품 소매업,남성,40대,1400
2020,4분기,건강보조식품 소매업,여성,40대,1600
2020,4분기,건강보조식품 소매업,남성,40대,1200
2020,4분기,건강보조식품 소매업,여성,40대,1100
2021,1분기,건강보조식품 소매업,남성,40대,900
2021,1분기,건강보조식품 소매업,여성,40대,1400
2021,1분기,건강보조식품 소매업,남성,40대,2700
2021,1분기,건강보조식품 소매업,여성,40대,2200
2021,1분기,건강보조식품 소매업,남성,40대,1700
2021,1분기,건강보조식품 소매업,여성,40대,1400
2021,2분기,건강보조식품 소매업,남성,40대,1300
2021,2분기,건강보조식품 소매업,여성,40대,1700
2021,2분기,건강보조식품 소매업,남성,40대,2100
2021,2분기,건강보조식품 소매업,여성,40대,2000
2021,2분기,건강보조식품 소매업,남성,40대,1200
2021,2분기,건강보조식품 소매업,여성,40대,1500
2021,3분기,건강보조식품 소매업,남성,40대,2000
2021,3분기,건강보조식품 소매업,여성,40대,1600
2021,3분기,건강보조식품 소매업,남성,40대,1700
2021,3분기,건강보조식품 소매업,여성,40대,1600
2021,3분기,건강보조식품 소매업,남성,40대,4300
2021,3분기,건강보조식품 소매업,여성,40대,2300
2021,4분기,건강보조식품 소매업,남성,40대,1600
2021,4분기,건강보조식품 소매업,여성,40대,1600
2021,4분기,건강보조식품 소매업,남성,40대,1600
2021,4분기,건강보조식품 소매업,여성,40대,2700
2021,4분기,건강보조식품 소매업,남성,40대,1900
2021,4분기,건강보조식품 소매업,여성,40대,2300
2022,1분기,건강보조식품 소매업,남성,40대,2300
2022,1분기,건강보조식품 소매업,여성,40대,2400
2022,1분기,건강보조식품 소매업,남성,40대,1100
2022,1분기,건강보조식품 소매업,여성,40대,800
2022,1분기,건강보조식품 소매업,남성,40대,1600
2022,1분기,건강보조식품 소매업,여성,40대,1700
2022,2분기,건강보조식품 소매업,남성,40대,1500
2022,2분기,건강보조식품 소매업,여성,40대,1600
2022,2분기,건강보조식품 소매업,남성,40대,1300
2022,2분기,건강보조식품 소매업,여성,40대,2400
2022,2분기,건강보조식품 소매업,남성,40대,1600
2022,2분기,건강보조식품 소매업,여성,40대,1700
2022,3분기,건강보조식품 소매업,남성,40대,1000
2022,3분기,건강보조식품 소매업,여성,40대,1400
2022,3분기,건강보조식품 소매업,남성,40대,1500
2022,3분기,건강보조식품 소매업,여성,40대,1600
2022,3분기,건강보조식품 소매업,남성,40대,2700
2022,3분기,건강보조식품 소매업,여성,40대,1900
2018,1분기,건강보조식품 소매업,남성,30대,900
2018,1분기,건강보조식품 소매업,여성,30대,1100
2018,1분기,건강보조식품 소매업,남성,30대,2300
2018,1분기,건강보조식품 소매업,여성,30대,2800
2018,1분기,건강보조식품 소매업,남성,30대,800
2018,1분기,건강보조식품 소매업,여성,30대,1300
2018,2분기,건강보조식품 소매업,남성,30대,900
2018,2분기,건강보조식품 소매업,여성,30대,900
2018,2분기,건강보조식품 소매업,남성,30대,1400
2018,2분기,건강보조식품 소매업,여성,30대,2300
2018,2분기,건강보조식품 소매업,남성,30대,800
2018,2분기,건강보조식품 소매업,여성,30대,1300
2018,3분기,건강보조식품 소매업,남성,30대,700
2018,3분기,건강보조식품 소매업,여성,30대,1600
2018,3분기,건강보조식품 소매업,남성,30대,600
2018,3분기,건강보조식품 소매업,여성,30대,1600
2018,3분기,건강보조식품 소매업,남성,30대,1900
2018,3분기,건강보조식품 소매업,여성,30대,2500
2018,4분기,건강보조식품 소매업,남성,30대,600
2018,4분기,건강보조식품 소매업,여성,30대,1400
2018,4분기,건강보조식품 소매업,남성,30대,700
2018,4분기,건강보조식품 소매업,여성,30대,1100
2018,4분기,건강보조식품 소매업,남성,30대,700
2018,4분기,건강보조식품 소매업,여성,30대,1200
2019,1분기,건강보조식품 소매업,남성,30대,1200
2019,1분기,건강보조식품 소매업,여성,30대,2100
2019,1분기,건강보조식품 소매업,남성,30대,1500
2019,1분기,건강보조식품 소매업,여성,30대,2000
2019,1분기,건강보조식품 소매업,남성,30대,700
2019,1분기,건강보조식품 소매업,여성,30대,1300
2019,2분기,건강보조식품 소매업,남성,30대,1000
2019,2분기,건강보조식품 소매업,여성,30대,1900
2019,2분기,건강보조식품 소매업,남성,30대,1500
2019,2분기,건강보조식품 소매업,여성,30대,1700
2019,2분기,건강보조식품 소매업,남성,30대,1000
2019,2분기,건강보조식품 소매업,여성,30대,1000
2019,3분기,건강보조식품 소매업,남성,30대,800
2019,3분기,건강보조식품 소매업,여성,30대,1400
2019,3분기,건강보조식품 소매업,남성,30대,900
2019,3분기,건강보조식품 소매업,여성,30대,1100
2019,3분기,건강보조식품 소매업,남성,30대,1600
2019,3분기,건강보조식품 소매업,여성,30대,1700
2019,4분기,건강보조식품 소매업,남성,30대,1000
2019,4분기,건강보조식품 소매업,여성,30대,1300
2019,4분기,건강보조식품 소매업,남성,30대,1000
2019,4분기,건강보조식품 소매업,여성,30대,1300
2019,4분기,건강보조식품 소매업,남성,30대,900
2019,4분기,건강보조식품 소매업,여성,30대,1300
2020,1분기,건강보조식품 소매업,남성,30대,2100
